FIPS Code,Geography,Year,Program Type,Population,County
36117,Wayne County,1973,Intercensal Population Estimate,82318,Wayne
36119,Westchester County,1973,Intercensal Population Estimate,886576,Westchester
36121,Wyoming County,1973,Intercensal Population Estimate,38457,Wyoming
36123,Yates County,1973,Intercensal Population Estimate,20528,Yates
36000,New York State,1972,Intercensal Population Estimate,18351888,Statewide
36001,Albany County,1972,Intercensal Population Estimate,290302,Albany
36003,Allegany County,1972,Intercensal Population Estimate,49963,Allegany
36005,Bronx County,1972,Intercensal Population Estimate,1472517,Bronx
36007,Broome County,1972,Intercensal Population Estimate,219760,Broome
36009,Cattaraugus County,1972,Intercensal Population Estimate,86193,Cattaraugus
36011,Cayuga County,1972,Intercensal Population Estimate,79364,Cayuga
36013,Chautauqua County,1972,Intercensal Population Estimate,151627,Chautauqua
36015,Chemung County,1972,Intercensal Population Estimate,101673,Chemung
36017,Chenango County,1972,Intercensal Population Estimate,47665,Chenango
36019,Clinton County,1972,Intercensal Population Estimate,80628,Clinton
36021,Columbia County,1972,Intercensal Population Estimate,56158,Columbia
36023,Cortland County,1972,Intercensal Population Estimate,46513,Cortland
36025,Delaware County,1972,Intercensal Population Estimate,46922,Delaware
36027,Dutchess County,1972,Intercensal Population Estimate,227507,Dutchess
36029,Erie County,1972,Intercensal Population Estimate,1112776,Erie
36031,Essex County,1972,Intercensal Population Estimate,35523,Essex
36033,Franklin County,1972,Intercensal Population Estimate,45301,Franklin
36035,Fulton County,1972,Intercensal Population Estimate,56388,Fulton
36037,Genesee County,1972,Intercensal Population Estimate,60391,Genesee
36039,Greene County,1972,Intercensal Population Estimate,36725,Greene
36041,Hamilton County,1972,Intercensal Population Estimate,4891,Hamilton
36043,Herkimer County,1972,Intercensal Population Estimate,69293,Herkimer
36045,Jefferson County,1972,Intercensal Population Estimate,90776,Jefferson
36047,Kings County,1972,Intercensal Population Estimate,2560159,Kings
36049,Lewis County,1972,Intercensal Population Estimate,24918,Lewis
36051,Livingston County,1972,Intercensal Population Estimate,56280,Livingston
36053,Madison County,1972,Intercensal Population Estimate,64363,Madison
36055,Monroe County,1972,Intercensal Population Estimate,711838,Monroe
36057,Montgomery County,1972,Intercensal Population Estimate,57472,Montgomery
36059,Nassau County,1972,Intercensal Population Estimate,1407215,Nassau
36061,New York County,1972,Intercensal Population Estimate,1508113,New York
36063,Niagara County,1972,Intercensal Population Estimate,234822,Niagara
36065,Oneida County,1972,Intercensal Population Estimate,274974,Oneida
36067,Onondaga County,1972,Intercensal Population Estimate,469869,Onondaga
36069,Ontario County,1972,Intercensal Population Estimate,82306,Ontario
36071,Orange County,1972,Intercensal Population Estimate,232026,Orange
36073,Orleans County,1972,Intercensal Population Estimate,37925,Orleans
36075,Oswego County,1972,Intercensal Population Estimate,107594,Oswego
36077,Otsego County,1972,Intercensal Population Estimate,58360,Otsego
36079,Putnam County,1972,Intercensal Population Estimate,61784,Putnam
36081,Queens County,1972,Intercensal Population Estimate,1984977,Queens
36083,Rensselaer County,1972,Intercensal Population Estimate,156285,Rensselaer
36085,Richmond County,1972,Intercensal Population Estimate,309660,Richmond
36087,Rockland County,1972,Intercensal Population Estimate,235819,Rockland
36089,St. Lawrence County,1972,Intercensal Population Estimate,116649,St. Lawrence
36091,Saratoga County,1972,Intercensal Population Estimate,135114,Saratoga
36093,Schenectady County,1972,Intercensal Population Estimate,162477,Schenectady
36095,Schoharie County,1972,Intercensal Population Estimate,28295,Schoharie
36097,Schuyler County,1972,Intercensal Population Estimate,17329,Schuyler
36099,Seneca County,1972,Intercensal Population Estimate,34423,Seneca
36101,Steuben County,1972,Intercensal Population Estimate,101656,Steuben
36103,Suffolk County,1972,Intercensal Population Estimate,1174858,Suffolk
36105,Sullivan County,1972,Intercensal Population Estimate,57287,Sullivan
36107,Tioga County,1972,Intercensal Population Estimate,47756,Tioga
36109,Tompkins County,1972,Intercensal Population Estimate,80109,Tompkins
36111,Ulster County,1972,Intercensal Population Estimate,150116,Ulster
36113,Warren County,1972,Intercensal Population Estimate,51372,Warren
36115,Washington County,1972,Intercensal Population Estimate,54547,Washington
36117,Wayne County,1972,Intercensal Population Estimate,82155,Wayne
36119,Westchester County,1972,Intercensal Population Estimate,893625,Westchester
36121,Wyoming County,1972,Intercensal Population Estimate,37966,Wyoming
36123,Yates County,1972,Intercensal Population Estimate,20539,Yates
36000,New York State,1971,Intercensal Population Estimate,18364991,Statewide
36001,Albany County,1971,Intercensal Population Estimate,288615,Albany
36003,Allegany County,1971,Intercensal Population Estimate,48062,Allegany
36005,Bronx County,1971,Intercensal Population Estimate,1477414,Bronx
36007,Broome County,1971,Intercensal Population Estimate,223050,Broome
36009,Cattaraugus County,1971,Intercensal Population Estimate,84217,Cattaraugus
36011,Cayuga County,1971,Intercensal Population Estimate,78881,Cayuga
36013,Chautauqua County,1971,Intercensal Population Estimate,150083,Chautauqua
36015,Chemung County,1971,Intercensal Population Estimate,101087,Chemung
36017,Chenango County,1971,Intercensal Population Estimate,46622,Chenango
36019,Clinton County,1971,Intercensal Population Estimate,76539,Clinton
36021,Columbia County,1971,Intercensal Population Estimate,54189,Columbia
36023,Cortland County,1971,Intercensal Population Estimate,45794,Cortland
36025,Delaware County,1971,Intercensal Population Estimate,46168,Delaware
36027,Dutchess County,1971,Intercensal Population Estimate,228868,Dutchess
36029,Erie County,1971,Intercensal Population Estimate,1119999,Erie
36031,Essex County,1971,Intercensal Population Estimate,34476,Essex
36033,Franklin County,1971,Intercensal Population Estimate,44970,Franklin
36035,Fulton County,1971,Intercensal Population Estimate,54881,Fulton
36037,Genesee County,1971,Intercensal Population Estimate,59804,Genesee
36039,Greene County,1971,Intercensal Population Estimate,34815,Greene
36041,Hamilton County,1971,Intercensal Population Estimate,4794,Hamilton
36043,Herkimer County,1971,Intercensal Population Estimate,69032,Herkimer
36045,Jefferson County,1971,Intercensal Population Estimate,89720,Jefferson
36047,Kings County,1971,Intercensal Population Estimate,2609009,Kings
36049,Lewis County,1971,Intercensal Population Estimate,24199,Lewis
36051,Livingston County,1971,Intercensal Population Estimate,55393,Livingston
36053,Madison County,1971,Intercensal Population Estimate,63546,Madison
36055,Monroe County,1971,Intercensal Population Estimate,712634,Monroe
36057,Montgomery County,1971,Intercensal Population Estimate,57123,Montgomery
36059,Nassau County,1971,Intercensal Population Estimate,1418389,Nassau
36061,New York County,1971,Intercensal Population Estimate,1520843,New York
36063,Niagara County,1971,Intercensal Population Estimate,234743,Niagara
36065,Oneida County,1971,Intercensal Population Estimate,274939,Oneida
36067,Onondaga County,1971,Intercensal Population Estimate,472476,Onondaga
36069,Ontario County,1971,Intercensal Population Estimate,81305,Ontario
36071,Orange County,1971,Intercensal Population Estimate,228097,Orange
36073,Orleans County,1971,Intercensal Population Estimate,37579,Orleans
36075,Oswego County,1971,Intercensal Population Estimate,104001,Oswego
36077,Otsego County,1971,Intercensal Population Estimate,57017,Otsego
36079,Putnam County,1971,Intercensal Population Estimate,58619,Putnam
36081,Queens County,1971,Intercensal Population Estimate,1990857,Queens
36083,Rensselaer County,1971,Intercensal Population Estimate,154432,Rensselaer
36085,Richmond County,1971,Intercensal Population Estimate,304928,Richmond
36087,Rockland County,1971,Intercensal Population Estimate,235945,Rockland
36089,St. Lawrence County,1971,Intercensal Population Estimate,113824,St. Lawrence
36091,Saratoga County,1971,Intercensal Population Estimate,129237,Saratoga
36093,Schenectady County,1971,Intercensal Population Estimate,162593,Schenectady
36095,Schoharie County,1971,Intercensal Population Estimate,26439,Schoharie
36097,Schuyler County,1971,Intercensal Population Estimate,16828,Schuyler
36099,Seneca County,1971,Intercensal Population Estimate,35363,Seneca
36101,Steuben County,1971,Intercensal Population Estimate,100585,Steuben
36103,Suffolk County,1971,Intercensal Population Estimate,1155810,Suffolk
36105,Sullivan County,1971,Intercensal Population Estimate,55537,Sullivan
36107,Tioga County,1971,Intercensal Population Estimate,47705,Tioga
36109,Tompkins County,1971,Intercensal Population Estimate,77286,Tompkins
36111,Ulster County,1971,Intercensal Population Estimate,146709,Ulster
36113,Warren County,1971,Intercensal Population Estimate,50893,Warren
36115,Washington County,1971,Intercensal Population Estimate,53776,Washington
36117,Wayne County,1971,Intercensal Population Estimate,80919,Wayne
36119,Westchester County,1971,Intercensal Population Estimate,893523,Westchester
36121,Wyoming County,1971,Intercensal Population Estimate,39263,Wyoming
36123,Yates County,1971,Intercensal Population Estimate,20547,Yates
36000,New York State,1970,Census Base Population,18241391,Statewide
36001,Albany County,1970,Census Base Population,286742,Albany
36003,Allegany County,1970,Census Base Population,46458,Allegany
36005,Bronx County,1970,Census Base Population,1471701,Bronx
36007,Broome County,1970,Census Base Population,221815,Broome
36009,Cattaraugus County,1970,Census Base Population,81666,Cattaraugus
36011,Cayuga County,1970,Census Base Population,77439,Cayuga
36013,Chautauqua County,1970,Census Base Population,147305,Chautauqua
36015,Chemung County,1970,Census Base Population,101537,Chemung
36017,Chenango County,1970,Census Base Population,46368,Chenango
36019,Clinton County,1970,Census Base Population,72934,Clinton
36021,Columbia County,1970,Census Base Population,51519,Columbia
36023,Cortland County,1970,Census Base Population,45894,Cortland
36025,Delaware County,1970,Census Base Population,44718,Delaware
36027,Dutchess County,1970,Census Base Population,222295,Dutchess
36029,Erie County,1970,Census Base Population,1113491,Erie
36031,Essex County,1970,Census Base Population,34631,Essex
36033,Franklin County,1970,Census Base Population,43931,Franklin
36035,Fulton County,1970,Census Base Population,52637,Fulton
36037,Genesee County,1970,Census Base Population,58722,Genesee
36039,Greene County,1970,Census Base Population,33136,Greene
36041,Hamilton County,1970,Census Base Population,4714,Hamilton
36043,Herkimer County,1970,Census Base Population,67407,Herkimer
36045,Jefferson County,1970,Census Base Population,88508,Jefferson
36047,Kings County,1970,Census Base Population,2602012,Kings
36049,Lewis County,1970,Census Base Population,23644,Lewis
36051,Livingston County,1970,Census Base Population,54041,Livingston
36053,Madison County,1970,Census Base Population,62864,Madison
36055,Monroe County,1970,Census Base Population,711917,Monroe
36057,Montgomery County,1970,Census Base Population,55883,Montgomery
36059,Nassau County,1970,Census Base Population,1428838,Nassau
36061,New York County,1970,Census Base Population,1539233,New York
36063,Niagara County,1970,Census Base Population,235720,Niagara
36065,Oneida County,1970,Census Base Population,273070,Oneida
36067,Onondaga County,1970,Census Base Population,472835,Onondaga
36069,Ontario County,1970,Census Base Population,78849,Ontario
36071,Orange County,1970,Census Base Population,221657,Orange
36073,Orleans County,1970,Census Base Population,37305,Orleans
36075,Oswego County,1970,Census Base Population,100897,Oswego
36077,Otsego County,1970,Census Base Population,56181,Otsego
36079,Putnam County,1970,Census Base Population,56696,Putnam
36081,Queens County,1970,Census Base Population,1987174,Queens
36083,Rensselaer County,1970,Census Base Population,152510,Rensselaer
36085,Richmond County,1970,Census Base Population,295443,Richmond
36087,Rockland County,1970,Census Base Population,229903,Rockland
36089,St. Lawrence County,1970,Census Base Population,112309,St. Lawrence
36091,Saratoga County,1970,Census Base Population,121764,Saratoga
36093,Schenectady County,1970,Census Base Population,161078,Schenectady
36095,Schoharie County,1970,Census Base Population,24750,Schoharie
36097,Schuyler County,1970,Census Base Population,16737,Schuyler
36099,Seneca County,1970,Census Base Population,35083,Seneca
36101,Steuben County,1970,Census Base Population,99546,Steuben
36103,Suffolk County,1970,Census Base Population,1127030,Suffolk
36105,Sullivan County,1970,Census Base Population,52580,Sullivan
36107,Tioga County,1970,Census Base Population,46513,Tioga
36109,Tompkins County,1970,Census Base Population,77064,Tompkins
36111,Ulster County,1970,Census Base Population,141241,Ulster
36113,Warren County,1970,Census Base Population,49402,Warren
36115,Washington County,1970,Census Base Population,52725,Washington
36117,Wayne County,1970,Census Base Population,79404,Wayne
36119,Westchester County,1970,Census Base Population,894406,Westchester
36121,Wyoming County,1970,Census Base Population,37688,Wyoming
36123,Yates County,1970,Census Base Population,19831,Yates
