FIPS Code,Geography,Year,Program Type,Population,County
36077,Otsego County,1995,Intercensal Population Estimate,61671,Otsego
36079,Putnam County,1995,Intercensal Population Estimate,89969,Putnam
36081,Queens County,1995,Intercensal Population Estimate,2074581,Queens
36083,Rensselaer County,1995,Intercensal Population Estimate,154969,Rensselaer
36085,Richmond County,1995,Intercensal Population Estimate,409600,Richmond
36087,Rockland County,1995,Intercensal Population Estimate,276649,Rockland
36089,St. Lawrence County,1995,Intercensal Population Estimate,114317,St. Lawrence
36091,Saratoga County,1995,Intercensal Population Estimate,193253,Saratoga
36093,Schenectady County,1995,Intercensal Population Estimate,150355,Schenectady
36095,Schoharie County,1995,Intercensal Population Estimate,32137,Schoharie
36097,Schuyler County,1995,Intercensal Population Estimate,19128,Schuyler
36099,Seneca County,1995,Intercensal Population Estimate,32698,Seneca
36101,Steuben County,1995,Intercensal Population Estimate,99950,Steuben
36103,Suffolk County,1995,Intercensal Population Estimate,1361391,Suffolk
36105,Sullivan County,1995,Intercensal Population Estimate,72379,Sullivan
36107,Tioga County,1995,Intercensal Population Estimate,52601,Tioga
36109,Tompkins County,1995,Intercensal Population Estimate,96870,Tompkins
36111,Ulster County,1995,Intercensal Population Estimate,172362,Ulster
36113,Warren County,1995,Intercensal Population Estimate,62271,Warren
36115,Washington County,1995,Intercensal Population Estimate,61225,Washington
36117,Wayne County,1995,Intercensal Population Estimate,92740,Wayne
36119,Westchester County,1995,Intercensal Population Estimate,897945,Westchester
36121,Wyoming County,1995,Intercensal Population Estimate,43709,Wyoming
36123,Yates County,1995,Intercensal Population Estimate,24064,Yates
36000,New York State,1994,Intercensal Population Estimate,18459470,Statewide
36001,Albany County,1994,Intercensal Population Estimate,300262,Albany
36003,Allegany County,1994,Intercensal Population Estimate,51012,Allegany
36005,Bronx County,1994,Intercensal Population Estimate,1250789,Bronx
36007,Broome County,1994,Intercensal Population Estimate,210823,Broome
36009,Cattaraugus County,1994,Intercensal Population Estimate,85097,Cattaraugus
36011,Cayuga County,1994,Intercensal Population Estimate,82933,Cayuga
36013,Chautauqua County,1994,Intercensal Population Estimate,143041,Chautauqua
36015,Chemung County,1994,Intercensal Population Estimate,94132,Chemung
36017,Chenango County,1994,Intercensal Population Estimate,52479,Chenango
36019,Clinton County,1994,Intercensal Population Estimate,86444,Clinton
36021,Columbia County,1994,Intercensal Population Estimate,63549,Columbia
36023,Cortland County,1994,Intercensal Population Estimate,49502,Cortland
36025,Delaware County,1994,Intercensal Population Estimate,48526,Delaware
36027,Dutchess County,1994,Intercensal Population Estimate,264860,Dutchess
36029,Erie County,1994,Intercensal Population Estimate,977079,Erie
36031,Essex County,1994,Intercensal Population Estimate,38243,Essex
36033,Franklin County,1994,Intercensal Population Estimate,49712,Franklin
36035,Fulton County,1994,Intercensal Population Estimate,55232,Fulton
36037,Genesee County,1994,Intercensal Population Estimate,61282,Genesee
36039,Greene County,1994,Intercensal Population Estimate,47000,Greene
36041,Hamilton County,1994,Intercensal Population Estimate,5279,Hamilton
36043,Herkimer County,1994,Intercensal Population Estimate,67038,Herkimer
36045,Jefferson County,1994,Intercensal Population Estimate,116932,Jefferson
36047,Kings County,1994,Intercensal Population Estimate,2361668,Kings
36049,Lewis County,1994,Intercensal Population Estimate,27319,Lewis
36051,Livingston County,1994,Intercensal Population Estimate,64015,Livingston
36053,Madison County,1994,Intercensal Population Estimate,70488,Madison
36055,Monroe County,1994,Intercensal Population Estimate,734382,Monroe
36057,Montgomery County,1994,Intercensal Population Estimate,51752,Montgomery
36059,Nassau County,1994,Intercensal Population Estimate,1308489,Nassau
36061,New York County,1994,Intercensal Population Estimate,1503909,New York
36063,Niagara County,1994,Intercensal Population Estimate,223400,Niagara
36065,Oneida County,1994,Intercensal Population Estimate,250964,Oneida
36067,Onondaga County,1994,Intercensal Population Estimate,472692,Onondaga
36069,Ontario County,1994,Intercensal Population Estimate,98509,Ontario
36071,Orange County,1994,Intercensal Population Estimate,320744,Orange
36073,Orleans County,1994,Intercensal Population Estimate,44345,Orleans
36075,Oswego County,1994,Intercensal Population Estimate,124319,Oswego
36077,Otsego County,1994,Intercensal Population Estimate,61916,Otsego
36079,Putnam County,1994,Intercensal Population Estimate,88964,Putnam
36081,Queens County,1994,Intercensal Population Estimate,2047884,Queens
36083,Rensselaer County,1994,Intercensal Population Estimate,155520,Rensselaer
36085,Richmond County,1994,Intercensal Population Estimate,406208,Richmond
36087,Rockland County,1994,Intercensal Population Estimate,274855,Rockland
36089,St. Lawrence County,1994,Intercensal Population Estimate,114495,St. Lawrence
36091,Saratoga County,1994,Intercensal Population Estimate,191966,Saratoga
36093,Schenectady County,1994,Intercensal Population Estimate,150713,Schenectady
36095,Schoharie County,1994,Intercensal Population Estimate,32356,Schoharie
36097,Schuyler County,1994,Intercensal Population Estimate,18973,Schuyler
36099,Seneca County,1994,Intercensal Population Estimate,32702,Seneca
36101,Steuben County,1994,Intercensal Population Estimate,100634,Steuben
36103,Suffolk County,1994,Intercensal Population Estimate,1354011,Suffolk
36105,Sullivan County,1994,Intercensal Population Estimate,72152,Sullivan
36107,Tioga County,1994,Intercensal Population Estimate,53259,Tioga
36109,Tompkins County,1994,Intercensal Population Estimate,96409,Tompkins
36111,Ulster County,1994,Intercensal Population Estimate,172252,Ulster
36113,Warren County,1994,Intercensal Population Estimate,61923,Warren
36115,Washington County,1994,Intercensal Population Estimate,60860,Washington
36117,Wayne County,1994,Intercensal Population Estimate,92203,Wayne
36119,Westchester County,1994,Intercensal Population Estimate,893531,Westchester
36121,Wyoming County,1994,Intercensal Population Estimate,43521,Wyoming
36123,Yates County,1994,Intercensal Population Estimate,23922,Yates
36000,New York State,1993,Intercensal Population Estimate,18374954,Statewide
36001,Albany County,1993,Intercensal Population Estimate,298592,Albany
36003,Allegany County,1993,Intercensal Population Estimate,50807,Allegany
36005,Bronx County,1993,Intercensal Population Estimate,1238907,Bronx
36007,Broome County,1993,Intercensal Population Estimate,212756,Broome
36009,Cattaraugus County,1993,Intercensal Population Estimate,85523,Cattaraugus
36011,Cayuga County,1993,Intercensal Population Estimate,82959,Cayuga
36013,Chautauqua County,1993,Intercensal Population Estimate,143131,Chautauqua
36015,Chemung County,1993,Intercensal Population Estimate,94711,Chemung
36017,Chenango County,1993,Intercensal Population Estimate,52552,Chenango
36019,Clinton County,1993,Intercensal Population Estimate,86420,Clinton
36021,Columbia County,1993,Intercensal Population Estimate,63428,Columbia
36023,Cortland County,1993,Intercensal Population Estimate,49584,Cortland
36025,Delaware County,1993,Intercensal Population Estimate,48387,Delaware
36027,Dutchess County,1993,Intercensal Population Estimate,265585,Dutchess
36029,Erie County,1993,Intercensal Population Estimate,977751,Erie
36031,Essex County,1993,Intercensal Population Estimate,38060,Essex
36033,Franklin County,1993,Intercensal Population Estimate,49350,Franklin
36035,Fulton County,1993,Intercensal Population Estimate,55122,Fulton
36037,Genesee County,1993,Intercensal Population Estimate,61164,Genesee
36039,Greene County,1993,Intercensal Population Estimate,46716,Greene
36041,Hamilton County,1993,Intercensal Population Estimate,5318,Hamilton
36043,Herkimer County,1993,Intercensal Population Estimate,66926,Herkimer
36045,Jefferson County,1993,Intercensal Population Estimate,114874,Jefferson
36047,Kings County,1993,Intercensal Population Estimate,2347687,Kings
36049,Lewis County,1993,Intercensal Population Estimate,27158,Lewis
36051,Livingston County,1993,Intercensal Population Estimate,63773,Livingston
36053,Madison County,1993,Intercensal Population Estimate,70585,Madison
36055,Monroe County,1993,Intercensal Population Estimate,733968,Monroe
36057,Montgomery County,1993,Intercensal Population Estimate,51807,Montgomery
36059,Nassau County,1993,Intercensal Population Estimate,1304543,Nassau
36061,New York County,1993,Intercensal Population Estimate,1493582,New York
36063,Niagara County,1993,Intercensal Population Estimate,222993,Niagara
36065,Oneida County,1993,Intercensal Population Estimate,252682,Oneida
36067,Onondaga County,1993,Intercensal Population Estimate,474922,Onondaga
36069,Ontario County,1993,Intercensal Population Estimate,98327,Ontario
36071,Orange County,1993,Intercensal Population Estimate,318999,Orange
36073,Orleans County,1993,Intercensal Population Estimate,43850,Orleans
36075,Oswego County,1993,Intercensal Population Estimate,124802,Oswego
36077,Otsego County,1993,Intercensal Population Estimate,61537,Otsego
36079,Putnam County,1993,Intercensal Population Estimate,87948,Putnam
36081,Queens County,1993,Intercensal Population Estimate,2023400,Queens
36083,Rensselaer County,1993,Intercensal Population Estimate,156232,Rensselaer
36085,Richmond County,1993,Intercensal Population Estimate,402590,Richmond
36087,Rockland County,1993,Intercensal Population Estimate,272523,Rockland
36089,St. Lawrence County,1993,Intercensal Population Estimate,114867,St. Lawrence
36091,Saratoga County,1993,Intercensal Population Estimate,189404,Saratoga
36093,Schenectady County,1993,Intercensal Population Estimate,150979,Schenectady
36095,Schoharie County,1993,Intercensal Population Estimate,32605,Schoharie
36097,Schuyler County,1993,Intercensal Population Estimate,18965,Schuyler
36099,Seneca County,1993,Intercensal Population Estimate,32871,Seneca
36101,Steuben County,1993,Intercensal Population Estimate,100550,Steuben
36103,Suffolk County,1993,Intercensal Population Estimate,1346667,Suffolk
36105,Sullivan County,1993,Intercensal Population Estimate,72145,Sullivan
36107,Tioga County,1993,Intercensal Population Estimate,53237,Tioga
36109,Tompkins County,1993,Intercensal Population Estimate,96122,Tompkins
36111,Ulster County,1993,Intercensal Population Estimate,172594,Ulster
36113,Warren County,1993,Intercensal Population Estimate,61670,Warren
36115,Washington County,1993,Intercensal Population Estimate,60902,Washington
36117,Wayne County,1993,Intercensal Population Estimate,91779,Wayne
36119,Westchester County,1993,Intercensal Population Estimate,890061,Westchester
36121,Wyoming County,1993,Intercensal Population Estimate,43474,Wyoming
36123,Yates County,1993,Intercensal Population Estimate,23531,Yates
36000,New York State,1992,Intercensal Population Estimate,18246653,Statewide
36001,Albany County,1992,Intercensal Population Estimate,296913,Albany
36003,Allegany County,1992,Intercensal Population Estimate,50967,Allegany
36005,Bronx County,1992,Intercensal Population Estimate,1223153,Bronx
36007,Broome County,1992,Intercensal Population Estimate,213460,Broome
36009,Cattaraugus County,1992,Intercensal Population Estimate,85326,Cattaraugus
36011,Cayuga County,1992,Intercensal Population Estimate,82889,Cayuga
36013,Chautauqua County,1992,Intercensal Population Estimate,142603,Chautauqua
36015,Chemung County,1992,Intercensal Population Estimate,94954,Chemung
36017,Chenango County,1992,Intercensal Population Estimate,52341,Chenango
36019,Clinton County,1992,Intercensal Population Estimate,85555,Clinton
36021,Columbia County,1992,Intercensal Population Estimate,63228,Columbia
36023,Cortland County,1992,Intercensal Population Estimate,49500,Cortland
36025,Delaware County,1992,Intercensal Population Estimate,48021,Delaware
36027,Dutchess County,1992,Intercensal Population Estimate,264450,Dutchess
36029,Erie County,1992,Intercensal Population Estimate,976538,Erie
36031,Essex County,1992,Intercensal Population Estimate,37619,Essex
36033,Franklin County,1992,Intercensal Population Estimate,48702,Franklin
36035,Fulton County,1992,Intercensal Population Estimate,54814,Fulton
36037,Genesee County,1992,Intercensal Population Estimate,60856,Genesee
36039,Greene County,1992,Intercensal Population Estimate,46243,Greene
36041,Hamilton County,1992,Intercensal Population Estimate,5366,Hamilton
36043,Herkimer County,1992,Intercensal Population Estimate,66602,Herkimer
36045,Jefferson County,1992,Intercensal Population Estimate,114463,Jefferson
36047,Kings County,1992,Intercensal Population Estimate,2327759,Kings
36049,Lewis County,1992,Intercensal Population Estimate,27165,Lewis
36051,Livingston County,1992,Intercensal Population Estimate,63512,Livingston
36053,Madison County,1992,Intercensal Population Estimate,70660,Madison
36055,Monroe County,1992,Intercensal Population Estimate,729060,Monroe
36057,Montgomery County,1992,Intercensal Population Estimate,51928,Montgomery
36059,Nassau County,1992,Intercensal Population Estimate,1299575,Nassau
36061,New York County,1992,Intercensal Population Estimate,1485877,New York
36063,Niagara County,1992,Intercensal Population Estimate,221952,Niagara
36065,Oneida County,1992,Intercensal Population Estimate,253819,Oneida
36067,Onondaga County,1992,Intercensal Population Estimate,473971,Onondaga
36069,Ontario County,1992,Intercensal Population Estimate,97623,Ontario
36071,Orange County,1992,Intercensal Population Estimate,315957,Orange
36073,Orleans County,1992,Intercensal Population Estimate,43674,Orleans
36075,Oswego County,1992,Intercensal Population Estimate,123857,Oswego
36077,Otsego County,1992,Intercensal Population Estimate,61195,Otsego
36079,Putnam County,1992,Intercensal Population Estimate,86828,Putnam
36081,Queens County,1992,Intercensal Population Estimate,1996512,Queens
36083,Rensselaer County,1992,Intercensal Population Estimate,156266,Rensselaer
36085,Richmond County,1992,Intercensal Population Estimate,395643,Richmond
36087,Rockland County,1992,Intercensal Population Estimate,269753,Rockland
36089,St. Lawrence County,1992,Intercensal Population Estimate,114054,St. Lawrence
36091,Saratoga County,1992,Intercensal Population Estimate,187445,Saratoga
36093,Schenectady County,1992,Intercensal Population Estimate,151002,Schenectady
36095,Schoharie County,1992,Intercensal Population Estimate,32659,Schoharie
36097,Schuyler County,1992,Intercensal Population Estimate,18907,Schuyler
36099,Seneca County,1992,Intercensal Population Estimate,33518,Seneca
36101,Steuben County,1992,Intercensal Population Estimate,100232,Steuben
36103,Suffolk County,1992,Intercensal Population Estimate,1336663,Suffolk
36105,Sullivan County,1992,Intercensal Population Estimate,71416,Sullivan
36107,Tioga County,1992,Intercensal Population Estimate,53111,Tioga
36109,Tompkins County,1992,Intercensal Population Estimate,95685,Tompkins
36111,Ulster County,1992,Intercensal Population Estimate,170872,Ulster
36113,Warren County,1992,Intercensal Population Estimate,60808,Warren
36115,Washington County,1992,Intercensal Population Estimate,60482,Washington
36117,Wayne County,1992,Intercensal Population Estimate,90896,Wayne
36119,Westchester County,1992,Intercensal Population Estimate,885146,Westchester
36121,Wyoming County,1992,Intercensal Population Estimate,43397,Wyoming
36123,Yates County,1992,Intercensal Population Estimate,23211,Yates
36000,New York State,1991,Intercensal Population Estimate,18122510,Statewide
36001,Albany County,1991,Intercensal Population Estimate,295530,Albany
36003,Allegany County,1991,Intercensal Population Estimate,50935,Allegany
36005,Bronx County,1991,Intercensal Population Estimate,1214835,Bronx
36007,Broome County,1991,Intercensal Population Estimate,212820,Broome
36009,Cattaraugus County,1991,Intercensal Population Estimate,84961,Cattaraugus
36011,Cayuga County,1991,Intercensal Population Estimate,82880,Cayuga
36013,Chautauqua County,1991,Intercensal Population Estimate,142680,Chautauqua
36015,Chemung County,1991,Intercensal Population Estimate,95001,Chemung
36017,Chenango County,1991,Intercensal Population Estimate,52160,Chenango
36019,Clinton County,1991,Intercensal Population Estimate,86086,Clinton
36021,Columbia County,1991,Intercensal Population Estimate,62967,Columbia
36023,Cortland County,1991,Intercensal Population Estimate,49280,Cortland
36025,Delaware County,1991,Intercensal Population Estimate,47733,Delaware
36027,Dutchess County,1991,Intercensal Population Estimate,261952,Dutchess
36029,Erie County,1991,Intercensal Population Estimate,973280,Erie
36031,Essex County,1991,Intercensal Population Estimate,37593,Essex
36033,Franklin County,1991,Intercensal Population Estimate,47886,Franklin
36035,Fulton County,1991,Intercensal Population Estimate,54744,Fulton
36037,Genesee County,1991,Intercensal Population Estimate,60529,Genesee
36039,Greene County,1991,Intercensal Population Estimate,45298,Greene
36041,Hamilton County,1991,Intercensal Population Estimate,5362,Hamilton
36043,Herkimer County,1991,Intercensal Population Estimate,66344,Herkimer
36045,Jefferson County,1991,Intercensal Population Estimate,112911,Jefferson
36047,Kings County,1991,Intercensal Population Estimate,2312518,Kings
36049,Lewis County,1991,Intercensal Population Estimate,27043,Lewis
36051,Livingston County,1991,Intercensal Population Estimate,62631,Livingston
36053,Madison County,1991,Intercensal Population Estimate,70021,Madison
36055,Monroe County,1991,Intercensal Population Estimate,721362,Monroe
36057,Montgomery County,1991,Intercensal Population Estimate,51896,Montgomery
36059,Nassau County,1991,Intercensal Population Estimate,1293072,Nassau
36061,New York County,1991,Intercensal Population Estimate,1483644,New York
36063,Niagara County,1991,Intercensal Population Estimate,221712,Niagara
36065,Oneida County,1991,Intercensal Population Estimate,253064,Oneida
36067,Onondaga County,1991,Intercensal Population Estimate,472463,Onondaga
36069,Ontario County,1991,Intercensal Population Estimate,96514,Ontario
36071,Orange County,1991,Intercensal Population Estimate,312038,Orange
36073,Orleans County,1991,Intercensal Population Estimate,42432,Orleans
36075,Oswego County,1991,Intercensal Population Estimate,123134,Oswego
36077,Otsego County,1991,Intercensal Population Estimate,60729,Otsego
36079,Putnam County,1991,Intercensal Population Estimate,85488,Putnam
36081,Queens County,1991,Intercensal Population Estimate,1975556,Queens
36083,Rensselaer County,1991,Intercensal Population Estimate,155039,Rensselaer
36085,Richmond County,1991,Intercensal Population Estimate,387948,Richmond
36087,Rockland County,1991,Intercensal Population Estimate,267800,Rockland
36089,St. Lawrence County,1991,Intercensal Population Estimate,113052,St. Lawrence
36091,Saratoga County,1991,Intercensal Population Estimate,184633,Saratoga
36093,Schenectady County,1991,Intercensal Population Estimate,150616,Schenectady
36095,Schoharie County,1991,Intercensal Population Estimate,32454,Schoharie
36097,Schuyler County,1991,Intercensal Population Estimate,18820,Schuyler
36099,Seneca County,1991,Intercensal Population Estimate,33768,Seneca
36101,Steuben County,1991,Intercensal Population Estimate,99835,Steuben
36103,Suffolk County,1991,Intercensal Population Estimate,1326777,Suffolk
36105,Sullivan County,1991,Intercensal Population Estimate,70347,Sullivan
36107,Tioga County,1991,Intercensal Population Estimate,52812,Tioga
36109,Tompkins County,1991,Intercensal Population Estimate,95283,Tompkins
36111,Ulster County,1991,Intercensal Population Estimate,168869,Ulster
36113,Warren County,1991,Intercensal Population Estimate,60166,Warren
36115,Washington County,1991,Intercensal Population Estimate,60120,Washington
36117,Wayne County,1991,Intercensal Population Estimate,90222,Wayne
36119,Westchester County,1991,Intercensal Population Estimate,878615,Westchester
36121,Wyoming County,1991,Intercensal Population Estimate,43163,Wyoming
36123,Yates County,1991,Intercensal Population Estimate,23087,Yates
36000,New York State,1990,Census Base Population,17990778,Statewide
36001,Albany County,1990,Census Base Population,292812,Albany
36003,Allegany County,1990,Census Base Population,50470,Allegany
36005,Bronx County,1990,Census Base Population,1203789,Bronx
36007,Broome County,1990,Census Base Population,212160,Broome
36009,Cattaraugus County,1990,Census Base Population,84234,Cattaraugus
36011,Cayuga County,1990,Census Base Population,82313,Cayuga
36013,Chautauqua County,1990,Census Base Population,141895,Chautauqua
36015,Chemung County,1990,Census Base Population,95195,Chemung
36017,Chenango County,1990,Census Base Population,51768,Chenango
36019,Clinton County,1990,Census Base Population,85969,Clinton
36021,Columbia County,1990,Census Base Population,62982,Columbia
36023,Cortland County,1990,Census Base Population,48963,Cortland
36025,Delaware County,1990,Census Base Population,47352,Delaware
36027,Dutchess County,1990,Census Base Population,259462,Dutchess
36029,Erie County,1990,Census Base Population,968584,Erie
36031,Essex County,1990,Census Base Population,37152,Essex
36033,Franklin County,1990,Census Base Population,46540,Franklin
36035,Fulton County,1990,Census Base Population,54191,Fulton
36037,Genesee County,1990,Census Base Population,60060,Genesee
36039,Greene County,1990,Census Base Population,44739,Greene
36041,Hamilton County,1990,Census Base Population,5279,Hamilton
36043,Herkimer County,1990,Census Base Population,65809,Herkimer
36045,Jefferson County,1990,Census Base Population,110943,Jefferson
36047,Kings County,1990,Census Base Population,2300664,Kings
36049,Lewis County,1990,Census Base Population,26796,Lewis
36051,Livingston County,1990,Census Base Population,62372,Livingston
36053,Madison County,1990,Census Base Population,69166,Madison
36055,Monroe County,1990,Census Base Population,713968,Monroe
36057,Montgomery County,1990,Census Base Population,51981,Montgomery
36059,Nassau County,1990,Census Base Population,1287873,Nassau
36061,New York County,1990,Census Base Population,1487536,New York
36063,Niagara County,1990,Census Base Population,220756,Niagara
36065,Oneida County,1990,Census Base Population,250836,Oneida
36067,Onondaga County,1990,Census Base Population,468973,Onondaga
36069,Ontario County,1990,Census Base Population,95101,Ontario
36071,Orange County,1990,Census Base Population,307571,Orange
36073,Orleans County,1990,Census Base Population,41846,Orleans
36075,Oswego County,1990,Census Base Population,121785,Oswego
36077,Otsego County,1990,Census Base Population,60390,Otsego
36079,Putnam County,1990,Census Base Population,83941,Putnam
36081,Queens County,1990,Census Base Population,1951598,Queens
36083,Rensselaer County,1990,Census Base Population,154429,Rensselaer
36085,Richmond County,1990,Census Base Population,378977,Richmond
36087,Rockland County,1990,Census Base Population,265475,Rockland
36089,St. Lawrence County,1990,Census Base Population,111974,St. Lawrence
36091,Saratoga County,1990,Census Base Population,181276,Saratoga
36093,Schenectady County,1990,Census Base Population,149285,Schenectady
36095,Schoharie County,1990,Census Base Population,31840,Schoharie
36097,Schuyler County,1990,Census Base Population,18662,Schuyler
36099,Seneca County,1990,Census Base Population,33683,Seneca
36101,Steuben County,1990,Census Base Population,99088,Steuben
36103,Suffolk County,1990,Census Base Population,1321339,Suffolk
36105,Sullivan County,1990,Census Base Population,69277,Sullivan
36107,Tioga County,1990,Census Base Population,52337,Tioga
36109,Tompkins County,1990,Census Base Population,94097,Tompkins
36111,Ulster County,1990,Census Base Population,165380,Ulster
36113,Warren County,1990,Census Base Population,59209,Warren
36115,Washington County,1990,Census Base Population,59330,Washington
36117,Wayne County,1990,Census Base Population,89123,Wayne
36119,Westchester County,1990,Census Base Population,874866,Westchester
36121,Wyoming County,1990,Census Base Population,42507,Wyoming
36123,Yates County,1990,Census Base Population,22810,Yates
36000,New York State,1990,Intercensal Population Estimate,18020784,Statewide
36001,Albany County,1990,Intercensal Population Estimate,292956,Albany
36003,Allegany County,1990,Intercensal Population Estimate,50522,Allegany
36005,Bronx County,1990,Intercensal Population Estimate,1207053,Bronx
36007,Broome County,1990,Intercensal Population Estimate,212252,Broome
36009,Cattaraugus County,1990,Intercensal Population Estimate,84455,Cattaraugus
36011,Cayuga County,1990,Intercensal Population Estimate,82446,Cayuga
36013,Chautauqua County,1990,Intercensal Population Estimate,142054,Chautauqua
36015,Chemung County,1990,Intercensal Population Estimate,95292,Chemung
36017,Chenango County,1990,Intercensal Population Estimate,51813,Chenango
36019,Clinton County,1990,Intercensal Population Estimate,86160,Clinton
36021,Columbia County,1990,Intercensal Population Estimate,63048,Columbia
36023,Cortland County,1990,Intercensal Population Estimate,49127,Cortland
36025,Delaware County,1990,Intercensal Population Estimate,47464,Delaware
36027,Dutchess County,1990,Intercensal Population Estimate,260238,Dutchess
36029,Erie County,1990,Intercensal Population Estimate,969780,Erie
36031,Essex County,1990,Intercensal Population Estimate,37286,Essex
36033,Franklin County,1990,Intercensal Population Estimate,46668,Franklin
36035,Fulton County,1990,Intercensal Population Estimate,54336,Fulton
36037,Genesee County,1990,Intercensal Population Estimate,60167,Genesee
36039,Greene County,1990,Intercensal Population Estimate,44847,Greene
36041,Hamilton County,1990,Intercensal Population Estimate,5292,Hamilton
36043,Herkimer County,1990,Intercensal Population Estimate,65883,Herkimer
36045,Jefferson County,1990,Intercensal Population Estimate,111549,Jefferson
36047,Kings County,1990,Intercensal Population Estimate,2303679,Kings
36049,Lewis County,1990,Intercensal Population Estimate,26872,Lewis
36051,Livingston County,1990,Intercensal Population Estimate,62477,Livingston
36053,Madison County,1990,Intercensal Population Estimate,69300,Madison
36055,Monroe County,1990,Intercensal Population Estimate,715825,Monroe
36057,Montgomery County,1990,Intercensal Population Estimate,52036,Montgomery
36059,Nassau County,1990,Intercensal Population Estimate,1286905,Nassau
36061,New York County,1990,Intercensal Population Estimate,1487073,New York
36063,Niagara County,1990,Intercensal Population Estimate,221163,Niagara
36065,Oneida County,1990,Intercensal Population Estimate,251191,Oneida
36067,Onondaga County,1990,Intercensal Population Estimate,469903,Onondaga
36069,Ontario County,1990,Intercensal Population Estimate,95352,Ontario
36071,Orange County,1990,Intercensal Population Estimate,308803,Orange
36073,Orleans County,1990,Intercensal Population Estimate,41970,Orleans
36075,Oswego County,1990,Intercensal Population Estimate,122302,Oswego
36077,Otsego County,1990,Intercensal Population Estimate,60518,Otsego
36079,Putnam County,1990,Intercensal Population Estimate,84222,Putnam
36081,Queens County,1990,Intercensal Population Estimate,1957281,Queens
36083,Rensselaer County,1990,Intercensal Population Estimate,154680,Rensselaer
36085,Richmond County,1990,Intercensal Population Estimate,380564,Richmond
36087,Rockland County,1990,Intercensal Population Estimate,265981,Rockland
36089,St. Lawrence County,1990,Intercensal Population Estimate,112158,St. Lawrence
36091,Saratoga County,1990,Intercensal Population Estimate,182259,Saratoga
36093,Schenectady County,1990,Intercensal Population Estimate,149519,Schenectady
36095,Schoharie County,1990,Intercensal Population Estimate,31938,Schoharie
36097,Schuyler County,1990,Intercensal Population Estimate,18705,Schuyler
36099,Seneca County,1990,Intercensal Population Estimate,33710,Seneca
36101,Steuben County,1990,Intercensal Population Estimate,99286,Steuben
36103,Suffolk County,1990,Intercensal Population Estimate,1322686,Suffolk
36105,Sullivan County,1990,Intercensal Population Estimate,69545,Sullivan
36107,Tioga County,1990,Intercensal Population Estimate,52479,Tioga
36109,Tompkins County,1990,Intercensal Population Estimate,94241,Tompkins
36111,Ulster County,1990,Intercensal Population Estimate,166049,Ulster
36113,Warren County,1990,Intercensal Population Estimate,59520,Warren
36115,Washington County,1990,Intercensal Population Estimate,59507,Washington
36117,Wayne County,1990,Intercensal Population Estimate,89365,Wayne
36119,Westchester County,1990,Intercensal Population Estimate,875578,Westchester
36121,Wyoming County,1990,Intercensal Population Estimate,42563,Wyoming
36123,Yates County,1990,Intercensal Population Estimate,22891,Yates
36000,New York State,1989,Intercensal Population Estimate,17983084,Statewide
36001,Albany County,1989,Intercensal Population Estimate,292202,Albany
36003,Allegany County,1989,Intercensal Population Estimate,50166,Allegany
36005,Bronx County,1989,Intercensal Population Estimate,1213675,Bronx
36007,Broome County,1989,Intercensal Population Estimate,212406,Broome
36009,Cattaraugus County,1989,Intercensal Population Estimate,83571,Cattaraugus
36011,Cayuga County,1989,Intercensal Population Estimate,82045,Cayuga
36013,Chautauqua County,1989,Intercensal Population Estimate,141772,Chautauqua
36015,Chemung County,1989,Intercensal Population Estimate,94701,Chemung
36017,Chenango County,1989,Intercensal Population Estimate,51611,Chenango
36019,Clinton County,1989,Intercensal Population Estimate,85214,Clinton
36021,Columbia County,1989,Intercensal Population Estimate,62863,Columbia
36023,Cortland County,1989,Intercensal Population Estimate,48488,Cortland
36025,Delaware County,1989,Intercensal Population Estimate,47148,Delaware
36027,Dutchess County,1989,Intercensal Population Estimate,258634,Dutchess
36029,Erie County,1989,Intercensal Population Estimate,966524,Erie
36031,Essex County,1989,Intercensal Population Estimate,36833,Essex
36033,Franklin County,1989,Intercensal Population Estimate,45996,Franklin
36035,Fulton County,1989,Intercensal Population Estimate,54101,Fulton
36037,Genesee County,1989,Intercensal Population Estimate,59823,Genesee
36039,Greene County,1989,Intercensal Population Estimate,44212,Greene
36041,Hamilton County,1989,Intercensal Population Estimate,5181,Hamilton
36043,Herkimer County,1989,Intercensal Population Estimate,65728,Herkimer
36045,Jefferson County,1989,Intercensal Population Estimate,109534,Jefferson
36047,Kings County,1989,Intercensal Population Estimate,2316966,Kings
36049,Lewis County,1989,Intercensal Population Estimate,26561,Lewis
36051,Livingston County,1989,Intercensal Population Estimate,61726,Livingston
36053,Madison County,1989,Intercensal Population Estimate,68338,Madison
36055,Monroe County,1989,Intercensal Population Estimate,711315,Monroe
36057,Montgomery County,1989,Intercensal Population Estimate,51871,Montgomery
36059,Nassau County,1989,Intercensal Population Estimate,1296335,Nassau
36061,New York County,1989,Intercensal Population Estimate,1486046,New York
36063,Niagara County,1989,Intercensal Population Estimate,219430,Niagara
36065,Oneida County,1989,Intercensal Population Estimate,250360,Oneida
36067,Onondaga County,1989,Intercensal Population Estimate,466290,Onondaga
36069,Ontario County,1989,Intercensal Population Estimate,94297,Ontario
36071,Orange County,1989,Intercensal Population Estimate,303688,Orange
36073,Orleans County,1989,Intercensal Population Estimate,41461,Orleans
